Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
31606098,09/24/2015 01:23:37 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10040,4519 BROADWAY,BROADWAY,WEST 193 STREET,HILLSIDE AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/24/2015 01:23:37 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,1003171,252153,Unspecified,MANHATTAN,,,,,,,,40.858756256113864,-73.93159942998433,"(40.858756256113864, -73.93159942998433)"
31612142,09/25/2015 04:17:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,235 HYLAN BOULEVARD,HYLAN BOULEVARD,VERMONT AVENUE,TOMPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,10/25/2015 04:17:01 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/25/2015 05:01:42 PM,01 STATEN ISLAND,STATEN ISLAND,964856,162327,Unspecified,STATEN ISLAND,,,,,,,,40.612205287305734,-74.06985155070385,"(40.612205287305734, -74.06985155070385)"
31613909,09/26/2015 02:00:35 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,1241 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,10/26/2015 02:00:35 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,04 BROOKLYN,BROOKLYN,1009865,191940,Unspecified,BROOKLYN,,,,,,,,40.69347066506755,-73.90762976120357,"(40.69347066506755, -73.90762976120357)"
31617094,09/25/2015 01:57:37 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10040,4519 BROADWAY,BROADWAY,WEST 193 STREET,HILLSIDE AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/25/2015 01:57:37 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,1003171,252153,Unspecified,MANHATTAN,,,,,,,,40.858756256113864,-73.93159942998433,"(40.858756256113864, -73.93159942998433)"
31620859,09/26/2015 01:40:25 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10305,295 DEAL COURT,DEAL COURT,DAYNA DRIVE,ST JOHNS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,10/26/2015 01:40:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/29/2015 03:54:27 PM,01 STATEN ISLAND,STATEN ISLAND,965435,161828,Unspecified,STATEN ISLAND,,,,,,,,40.61083688376513,-74.06776477150238,"(40.61083688376513, -74.06776477150238)"
31634171,09/28/2015 04:37:44 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11235,514 ORIENTAL BOULEVARD,ORIENTAL BOULEVARD,DOVER STREET,EXETER STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/28/2015 04:37:44 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/29/2015 03:54:59 PM,15 BROOKLYN,BROOKLYN,998438,149610,Unspecified,BROOKLYN,,,,,,,,40.57730955305329,-73.9489256488357,"(40.57730955305329, -73.9489256488357)"
31637168,09/28/2015 09:13:33 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,,,,,PURDY AVENUE,WHEELER AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Assigned,10/28/2015 09:13:33 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/29/2015 03:59:03 PM,01 STATEN ISLAND,STATEN ISLAND,947848,161666,Unspecified,STATEN ISLAND,,,,,,,,40.610337430962595,-74.13110578963037,"(40.610337430962595, -74.13110578963037)"
31640617,09/29/2015 07:33:35 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10027,420H ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 130 STREET,WEST 133 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,10/29/2015 07:33:35 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/29/2015 03:58:14 PM,10 MANHATTAN,MANHATTAN,998262,235999,Unspecified,MANHATTAN,,,,,,,,40.8144273682395,-73.94937950673133,"(40.8144273682395, -73.94937950673133)"
31641899,09/29/2015 11:00:26 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,,,,,PURDY AVENUE,WHEELER AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Open,10/29/2015 11:00:26 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 STATEN ISLAND,STATEN ISLAND,947848,161666,Unspecified,STATEN ISLAND,,,,,,,,40.610337430962595,-74.13110578963037,"(40.610337430962595, -74.13110578963037)"
31683514,10/05/2015 09:24:37 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10472,1155 MORRISON AVENUE,MORRISON AVENUE,WATSON AVENUE,HARROD PLACE,,,ADDRESS,BRONX,,N/A,Assigned,11/04/2015 09:24:37 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/06/2015 04:44:54 PM,09 BRONX,BRONX,1019056,240986,Unspecified,BRONX,,,,,,,,40.82805780616101,-73.87423220657463,"(40.82805780616101, -73.87423220657463)"
31698544,10/06/2015 11:09:29 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,37 WHEELER AVENUE,WHEELER AVENUE,VICTORY BOULEVARD,PURDY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/05/2015 11:09:29 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/06/2015 04:45:10 PM,01 STATEN ISLAND,STATEN ISLAND,947822,162078,Unspecified,STATEN ISLAND,,,,,,,,40.61146817813627,-74.1312016538413,"(40.61146817813627, -74.1312016538413)"
48409029,12/14/2020 11:45:43 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11374,63-192 ALDERTON STREET,ALDERTON STREET,BOELSEN CRESCENT,ASQUITH CRESCENT,BOELSEN CRESCENT,ASQUITH CRESCENT,,REGO PARK,ALDERTON STREET,,In Progress,,,,06 QUEENS,QUEENS,1022802,203161,Unspecified,QUEENS,,,,,,,,40.724222714143195,-73.8609134685522,"(40.724222714143195, -73.8609134685522)"
48409057,12/14/2020 09:20:43 AM,12/14/2020 09:20:43 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11209,232 94 STREET,94 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,94 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",12/14/2020 09:20:43 AM,10 BROOKLYN,BROOKLYN,974549,164554,Unspecified,BROOKLYN,,,,,,,,40.61833385503673,-74.03494338740003,"(40.61833385503673, -74.03494338740003)"
48409399,12/14/2020 04:06:55 AM,12/14/2020 04:06:55 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11220,536 47 STREET,47 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,47 STREET,,Closed,,An inspection of the property was conducted and no violations were found.,12/14/2020 04:06:55 AM,07 BROOKLYN,BROOKLYN,982119,174719,Unspecified,BROOKLYN,,,,,,,,40.646239681988725,-74.00767915685567,"(40.646239681988725, -74.00767915685567)"
31729384,10/11/2015 01:24:03 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,163 MARCY AVENUE,MARCY AVENUE,SOUTH 5 STREET,BROADWAY,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/10/2015 01:24:03 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/13/2015 04:44:26 PM,01 BROOKLYN,BROOKLYN,995971,197475,Unspecified,BROOKLYN,,,,,,,,40.708692250202596,-73.95772326221696,"(40.708692250202596, -73.95772326221696)"
31730008,10/11/2015 01:15:40 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10012,263 MULBERRY STREET,MULBERRY STREET,PRINCE STREET,JERSEY STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,11/10/2015 01:15:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/13/2015 04:46:45 PM,02 MANHATTAN,MANHATTAN,985482,202935,Unspecified,MANHATTAN,,,,,,,,40.723686320169335,-73.99555527195369,"(40.723686320169335, -73.99555527195369)"
31733137,10/11/2015 10:07:36 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11364,230-01 57 ROAD,57 ROAD,230 STREET,EAST HAMPTON BOULEVARD,,,ADDRESS,OAKLAND GARDENS,,N/A,Assigned,11/10/2015 10:07:36 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/13/2015 04:44:18 PM,11 QUEENS,QUEENS,1053671,214017,Unspecified,QUEENS,,,,,,,,40.75383122915574,-73.74943383168883,"(40.75383122915574, -73.74943383168883)"
31738872,10/12/2015 12:15:42 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10459,914 HOE AVENUE,HOE AVENUE,EAST 163 STREET,ALDUS STREET,,,ADDRESS,BRONX,,N/A,Assigned,11/11/2015 12:15:42 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/13/2015 04:44:58 PM,02 BRONX,BRONX,1014621,238606,Unspecified,BRONX,,,,,,,,40.82154175112983,-73.89026836413356,"(40.82154175112983, -73.89026836413356)"
31740634,10/13/2015 04:48:24 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,237 HYLAN BOULEVARD,HYLAN BOULEVARD,VERMONT AVENUE,TOMPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/12/2015 04:48:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/14/2015 03:40:33 PM,01 STATEN ISLAND,STATEN ISLAND,964842,162317,Unspecified,STATEN ISLAND,,,,,,,,40.61217780872062,-74.06990194587166,"(40.61217780872062, -74.06990194587166)"
31765055,10/16/2015 06:14:17 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11228,8222 14 AVENUE,14 AVENUE,82 STREET,83 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/15/2015 06:14:17 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/19/2015 04:00:48 PM,10 BROOKLYN,BROOKLYN,981604,163282,Unspecified,BROOKLYN,,,,,,,,40.614847394437,-74.00953049909276,"(40.614847394437, -74.00953049909276)"
31769730,10/17/2015 10:16:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11228,8222 14 AVENUE,14 AVENUE,82 STREET,83 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,11/16/2015 10:16:15 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,BROOKLYN,981604,163282,Unspecified,BROOKLYN,,,,,,,,40.614847394437,-74.00953049909276,"(40.614847394437, -74.00953049909276)"
31771192,10/17/2015 10:01:11 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11221,88 BLEECKER STREET,BLEECKER STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/16/2015 10:01:11 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/19/2015 04:00:48 PM,04 BROOKLYN,BROOKLYN,1005995,192399,Unspecified,BROOKLYN,,,,,,,,40.69474086814739,-73.92158387644827,"(40.69474086814739, -73.92158387644827)"
31796492,10/19/2015 05:37:22 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11228,8222 14 AVENUE,14 AVENUE,82 STREET,83 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,11/18/2015 05:37:22 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,BROOKLYN,981604,163282,Unspecified,BROOKLYN,,,,,,,,40.614847394437,-74.00953049909276,"(40.614847394437, -74.00953049909276)"
46927177,07/21/2020 09:02:30 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11358,45-75 158 STREET,158 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,,FLUSHING,158 STREET,,In Progress,,,,07 QUEENS,QUEENS,1037307,214367,Unspecified,QUEENS,,,,,,,,40.75490522206489,-73.80849460542065,"(40.75490522206489, -73.80849460542065)"
31839445,10/22/2015 01:36:31 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11375,,,,,72 AVENUE,JUNO STREET,INTERSECTION,FOREST HILLS,,N/A,Assigned,11/21/2015 01:36:31 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/22/2015 04:21:33 PM,06 QUEENS,QUEENS,1026794,199132,Unspecified,QUEENS,,,,,,,,40.713145796344854,-73.84653676664398,"(40.713145796344854, -73.84653676664398)"
31839467,10/22/2015 12:28:44 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11228,8222 14 AVENUE,14 AVENUE,82 STREET,83 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,11/21/2015 12:28:44 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,BROOKLYN,981604,163282,Unspecified,BROOKLYN,,,,,,,,40.614847394437,-74.00953049909276,"(40.614847394437, -74.00953049909276)"
31879568,10/30/2015 09:43:05 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10301,348 SHARON AVENUE,SHARON AVENUE,FOREST AVENUE,NORMA PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/29/2015 09:43:05 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/02/2015 03:38:52 PM,01 STATEN ISLAND,STATEN ISLAND,955843,168646,Unspecified,STATEN ISLAND,,,,,,,,40.62952530237421,-74.10234032171567,"(40.62952530237421, -74.10234032171567)"
31881890,10/31/2015 09:52:57 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10469,3216 GUNTHER AVENUE,GUNTHER AVENUE,BURKE AVENUE,SEXTON PLACE,,,ADDRESS,BRONX,,N/A,Assigned,11/30/2015 09:52:57 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/02/2015 03:38:52 PM,12 BRONX,BRONX,1028213,257911,Unspecified,BRONX,,,,,,,,40.87447100373395,-73.84103343862947,"(40.87447100373395, -73.84103343862947)"
31900318,11/03/2015 02:02:19 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,74 ELSON STREET,ELSON STREET,LEIGH AVENUE,LAMBERTS LANE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,12/03/2015 02:02:19 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/04/2015 04:05:45 PM,02 STATEN ISLAND,STATEN ISLAND,938072,164023,Unspecified,STATEN ISLAND,,,,,,,,40.616761344450346,-74.16633116763224,"(40.616761344450346, -74.16633116763224)"
48414799,12/16/2020 01:09:24 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10468,2305 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  183 STREET,MICHAEL REIDY PATHWAY,WEST  183 STREET,MICHAEL REIDY PATHWAY,,BRONX,UNIVERSITY AVENUE,,In Progress,,,,07 BRONX,BRONX,1010086,252949,Unspecified,BRONX,,,,,,,,40.8609235071515,-73.90659823100756,"(40.8609235071515, -73.90659823100756)"
31938512,11/08/2015 05:12:02 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10454,366 WILLIS AVENUE,WILLIS AVENUE,EAST 142 STREET,EAST 143 STREET,,,ADDRESS,BRONX,,N/A,Assigned,12/08/2015 05:12:02 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/09/2015 03:48:55 PM,01 BRONX,BRONX,1006182,235119,Unspecified,BRONX,,,,,,,,40.81199590241479,-73.92077018353795,"(40.81199590241479, -73.92077018353795)"
31946716,11/09/2015 12:36:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10065,,,,,EAST   67 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Assigned,12/09/2015 12:36:15 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/09/2015 03:48:55 PM,08 MANHATTAN,MANHATTAN,993181,219299,Unspecified,MANHATTAN,,,,,,,,40.76859696922497,-73.96775760076508,"(40.76859696922497, -73.96775760076508)"
31948106,11/09/2015 07:05:10 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10065,22 EAST 67 STREET,EAST 67 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,12/09/2015 07:05:10 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/10/2015 04:22:18 PM,08 MANHATTAN,MANHATTAN,993061,219362,Unspecified,MANHATTAN,,,,,,,,40.76877000826281,-73.96819073814592,"(40.76877000826281, -73.96819073814592)"
31959509,11/11/2015 04:11:46 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10454,368 WILLIS AVENUE,WILLIS AVENUE,EAST 142 STREET,EAST 143 STREET,,,ADDRESS,BRONX,,N/A,Assigned,12/11/2015 04:11:46 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/12/2015 04:31:32 PM,01 BRONX,BRONX,1006191,235134,Unspecified,BRONX,,,,,,,,40.81203705087524,-73.92073762183243,"(40.81203705087524, -73.92073762183243)"
31965093,11/12/2015 12:37:10 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10451,300 EAST 159 STREET,EAST 159 STREET,PARK AVENUE,COURTLANDT AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,12/12/2015 12:37:10 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/12/2015 04:31:25 PM,01 BRONX,BRONX,1007120,239426,Unspecified,BRONX,,,,,,,,40.82381502350848,-73.91736696317817,"(40.82381502350848, -73.91736696317817)"
31979929,11/14/2015 07:11:40 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11209,8602 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,86 STREET,88 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/14/2015 07:11:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/16/2015 03:37:44 PM,10 BROOKLYN,BROOKLYN,977429,165282,Unspecified,BROOKLYN,,,,,,,,40.62033474884961,-74.02457024917048,"(40.62033474884961, -74.02457024917048)"
31985331,11/14/2015 11:59:27 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,145 SOUTH 3 STREET,SOUTH 3 STREET,BEDFORD AVENUE,DRIGGS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/14/2015 11:59:27 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/16/2015 03:37:44 PM,01 BROOKLYN,BROOKLYN,994828,198781,Unspecified,BROOKLYN,,,,,,,,40.71227835010466,-73.9618439221166,"(40.71227835010466, -73.9618439221166)"
31998132,11/16/2015 09:24:23 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11420,132-04 109 AVENUE,109 AVENUE,132 STREET,133 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Assigned,12/16/2015 09:24:23 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/16/2015 03:37:44 PM,10 QUEENS,QUEENS,1036528,189157,Unspecified,QUEENS,,,,,,,,40.685714652268906,-73.81150214692657,"(40.685714652268906, -73.81150214692657)"
31998334,11/16/2015 11:29:57 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10462,20 METROPOLITAN OVAL,METROPOLITAN OVAL,BEND,BEND,,,ADDRESS,BRONX,,N/A,Assigned,12/16/2015 11:29:57 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/16/2015 03:37:44 PM,09 BRONX,BRONX,1023232,244698,Unspecified,BRONX,,,,,,,,40.83822872044477,-73.85912112622498,"(40.83822872044477, -73.85912112622498)"
32014030,11/18/2015 08:39:31 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Monkey,Residence,10462,20 METROPOLITAN OVAL,METROPOLITAN OVAL,BEND,BEND,,,ADDRESS,BRONX,,N/A,Open,12/18/2015 08:39:31 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 BRONX,BRONX,1023232,244698,Unspecified,BRONX,,,,,,,,40.83822872044477,-73.85912112622498,"(40.83822872044477, -73.85912112622498)"
32030465,11/20/2015 09:09:03 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10310,610 DELAFIELD AVENUE,DELAFIELD AVENUE,BROADWAY,ELIZABETH STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,12/20/2015 09:09:03 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/23/2015 04:15:58 PM,01 STATEN ISLAND,STATEN ISLAND,951202,168968,Unspecified,STATEN ISLAND,,,,,,,,40.630393025350415,-74.11906175233239,"(40.630393025350415, -74.11906175233239)"
32036454,11/21/2015 04:55:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10128,419 EAST 91 STREET,EAST 91 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,12/21/2015 04:55:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/23/2015 04:15:58 PM,08 MANHATTAN,MANHATTAN,999092,223389,Unspecified,MANHATTAN,,,,,,,,40.77981499722278,-73.94640887593899,"(40.77981499722278, -73.94640887593899)"
